t,value
0.0,-0.9989676291954998
0.01,-0.8456549986048079
0.02,-0.7861407091387752
0.03,-0.756764670246397
0.04,-0.7053704996144723
0.05,-0.6118099556995198
0.06,-0.5312981855538852
0.07,-0.41702149627088475
0.08,-0.37104433825986083
0.09,-0.1895773942641316
0.1,-0.1845553247317424
0.11,-0.111961886700283
0.12,-0.03720199825572182
0.13,0.078077243631894
0.14,0.11795913309409405
0.15,0.1741588495784646
0.16,0.27140236495203657
0.17,0.3489879151107352
0.18,0.4565376714004707
0.19,0.48050370868736286
0.2,0.6280042011503872
0.21,0.6727561246147641
0.22,0.7782096777537466
0.23,0.8728714037911229
0.24,2.2656740324233526
0.25,0.34227026795272164
0.26,0.4270778803854365
0.27,0.5512725932675093
0.28,-0.7487409468793312
0.29,-1.9448090160198919
0.3,-1.8546944053932894
0.31,-1.6976644264294265
0.32,-0.43427313806819495
0.33,-0.33560206916762164
0.34,-0.17772080339762936
0.35000000000000003,-0.224255555737977
0.36,-0.09002057440680633
0.37,-1.4349124269896683
0.38,-1.3385699910056057
0.39,-1.2796756865591141
0.4,-1.1656855398197208
0.41000000000000003,0.28073685995914416
0.42,0.35963330389259435
0.43,0.447213734180276
0.44,-0.17939473068602446
0.45,-0.11548060278571948
0.46,-0.0778761868358182
0.47000000000000003,0.09658341400795156
0.48,0.1412476375960956
0.49,0.889434418986079
0.5,-1.0271939489089799
0.51,-0.9174379267185051
0.52,-0.869756186801999
0.53,-0.7397527473805601
0.54,-0.6475070691195493
0.55,-0.6385514223427601
0.56,-0.5021175232529523
0.5700000000000001,-0.468244975770696
0.58,0.8142088879303663
0.59,0.8863128093554493
0.6,1.0026893027963308
0.61,1.0356152418162503
0.62,-0.05197324391410964
0.63,0.00915130688267287
0.64,-0.6195324074674757
0.65,0.2148174206863353
0.66,0.24857350685826873
0.67,0.2794660145164235
0.68,0.38484465969627335
0.6900000000000001,0.5130382276363569
0.7000000000000001,2.5077625383963547
0.71,2.5792056797089
0.72,0.744445755449655
0.73,2.278020363967276
0.74,2.356074655276082
0.75,0.4629940138725992
0.76,0.5546448983738551
0.77,-0.8076596153541137
0.78,-2.150037090443737
0.79,-2.0609892017324625
0.8,-2.0449105109599204
0.81,-1.9325176552745704
0.8200000000000001,-1.8749745012459664
0.8300000000000001,-1.7494655646629202
0.84,-0.2319143815136521
0.85,-0.20896154691737182
0.86,-1.1594023653052463
0.87,-1.0599797096008006
0.88,0.007255170238316809
0.89,0.1754193597335548
0.9,0.2110678644966678
0.91,0.28955853318451513
0.92,0.335228554051209
0.93,0.46861625365940923
0.9400000000000001,0.5556914774486721
0.9500000000000001,0.5980908910337555
0.96,0.674361750564496
0.97,0.7444648905752216
0.98,0.8817540444858055
0.99,0.9033743811091566
1.0,0.35042959424717923
1.01,0.45744407380707663
1.02,0.5176297050994542
1.03,0.5580641746104094
1.04,0.7284403749335469
1.05,0.31173690567456613
1.06,0.39023165456805897
1.07,0.40598456372815034
1.08,0.594371904711873
1.09,0.6017915793595551
1.1,0.7286267218354505
1.11,-0.12356532657056998
1.12,-0.047071974376631145
1.1300000000000001,-0.026590991655476973
1.1400000000000001,0.13170731828888632
1.1500000000000001,0.16657686972372376
1.16,2.243491059567651
1.17,2.321780163177444
1.18,2.3635449124871655
1.19,2.4599285705464835
1.2,2.5937866218306382
1.21,0.6620108363727752
1.22,0.8108295258818681
1.23,0.8379333985538868
1.24,0.9217402187457768
1.25,-1.018128332182677
1.26,-0.8668197516413039
1.27,-0.8490886473930749
1.28,-0.7464932797148641
1.29,-0.695411898304896
1.3,-0.5296286955198539
1.31,-0.4983938753868307
1.32,-0.4546570591421903
1.33,-0.40470024262429016
1.34,-0.28604509564969
1.35,-0.16643458266253086
1.36,-0.14395794825907668
1.37,-0.04336339213173776
1.3800000000000001,0.03654610177451899
1.3900000000000001,-0.6454498692683329
1.4000000000000001,-0.615936864366565
1.41,0.25616949806845885
1.42,0.40101461470437155
1.43,0.39989927966090727
1.44,0.5157363264920041
1.45,1.859143180892425
1.46,1.9114884299784198
1.47,1.9946735402634475
1.48,0.7714485980368403
1.49,0.9169713418141021
1.5,-1.0762015885829996
1.51,-0.9282297037953461
1.52,-0.8605683868563971
1.53,0.03493243335460017
1.54,0.11530725719568924
1.55,0.15427508678917323
1.56,-0.5214161974788375
1.57,-0.41676541121317157
1.58,-0.35822454230238177
1.59,-0.2748387846614157
1.6,-0.21254203926463736
1.61,-0.11058743958593345
1.62,1.9331816553997319
1.6300000000000001,2.007841596746756
1.6400000000000001,0.06363920129564007
1.6500000000000001,0.19562229620251162
1.6600000000000001,0.27274722821780467
1.67,1.7462940594612575
1.68,1.8445078949101548
1.69,1.9121595718216713
1.7,0.5973441752658465
1.71,0.08189797877334537
1.72,0.16110946438844387
1.73,0.8690679486202756
1.74,0.9451041496458497
1.75,-1.0282105478361763
1.76,-0.9177853497560701
1.77,-0.908772584517659
1.78,-0.7754595317991437
1.79,-0.6950299169169911
1.8,-0.6193192321289237
1.81,-0.519251366928822
1.82,-0.4276335629309775
1.83,-0.37722809838603394
1.84,-0.26218598122113707
1.85,-0.20574852786719577
1.86,-0.06136728533868018
1.87,-0.019061832219970817
1.8800000000000001,0.029550999469920246
1.8900000000000001,0.14399602217624854
1.9000000000000001,0.28575469430064543
1.9100000000000001,0.23999384854766778
1.92,0.38190070504562157
1.93,0.43237831937476645
1.94,2.3386750519639623
1.95,2.456952811256246
1.96,0.684276068089351
1.97,0.7959661295859144
1.98,0.8622936827676558
1.99,0.9234433806245003
2.0,-0.9989044086031923
2.0100000000000002,-0.9166697630191779
2.02,-0.8374324568624198
2.0300000000000002,-0.8000456369161468
2.04,-0.6514387080338755
2.05,-0.527772904428616
2.06,-0.5042774558347308
2.07,-0.47938160225418747
2.08,-0.3354611230482271
2.09,-0.28377990938445696
2.1,-0.18206244638556518
2.11,-0.11193297407131124
2.12,-0.057992976497330415
2.13,0.04013454893402616
2.14,0.11085751059044122
2.15,0.21523997198316547
2.16,0.302854692327991
2.17,0.3674247062704044
2.18,0.4021643486045242
2.19,0.4986079917760255
2.2,-0.830481303133974
2.21,-0.7657067040867716
2.22,-0.696095368032186
2.23,-0.6106001424944839
2.24,0.8925879277209927
2.25,-0.9679546530845163
2.2600000000000002,-0.894939345332902
2.27,-0.8351354097171101
2.2800000000000002,-0.7421797166541383
2.29,-0.6751120293294562
2.3000000000000003,1.1652146098427094
2.31,1.2019152151591483
2.32,-0.40442242083115043
2.33,-0.3703964505845993
2.34,0.6348442018152847
2.35,0.7484934736346254
2.36,-0.13463534602766014
2.37,-0.06616200882825807
2.38,-0.01653079998261861
2.39,1.0631848207497705
2.4,0.20275845807607987
2.41,0.2754882082466173
2.42,0.34369430779592297
2.43,0.4881850635960351
2.44,-0.6193808423721675
2.45,-0.5621981520145716
2.46,-0.4346359033439615
2.47,-0.3526950733059421
2.48,-0.273178833749825
2.49,0.9539596202254702
2.5,-0.9730909291830218
2.5100000000000002,-0.9304625786687664
2.52,-0.8501776914044046
2.5300000000000002,-0.7795134363608712
2.54,-0.6542491419407463
2.5500000000000003,-0.6114365210496474
2.56,-0.4906164326497129
2.57,-0.4146799621577382
2.58,-0.345305802166239
2.59,-0.26309284854179327
2.6,-0.1989120766595577
2.61,-0.11896098392710451
2.62,-0.04040463807648321
2.63,0.01983514765060716
2.64,1.7456119225918116
2.65,1.7968424505908083
2.66,1.9067460404461856
2.67,1.9710984308223705
2.68,0.4628841446947772
2.69,0.5563484703229125
2.7,0.5604606687518048
2.71,0.6538089210861947
2.72,0.748921708268481
